Locus_tag	Translation_start	Translation_stop	Strand	Gene	Raw_counts_replicate_1	Raw_counts_replicate_2	RPKM
b0654	685152	685892	-	gltJ	37946	31785	70
b0655	686062	686970	-	gltI	102646	97663	164
b0656	687220	688236	-	insH1	138912	104350	177
b0657	688566	690104	-	lnt	106595	93793	97
b0658	690129	691007	-	ybeX	219011	187815	344
b0659	691097	691564	-	ybeY	121033	92356	337
b0660	691561	692601	-	ybeZ	140580	122510	188
b0661	692754	694178	-	miaB	140718	121165	137
b0662	694324	695499	+	ubiF	48074	33162	51
b0664	695653	695727	-	glnX	37136	35567	723
b0665	695765	695839	-	glnV	51881	43482	944
b0666	695887	695963	-	metU	128980	107812	2282
b0668	695979	696053	-	glnW	60487	51178	1105
b0670	696088	696162	-	glnU	87362	77352	1634
b0672	696186	696270	-	leuW	67452	70582	1217
b0673	696280	696356	-	metT	52246	56942	1064
b0674	696736	698400	-	asnB	88810	80823	76
b0675	698797	699549	-	nagD	59229	62211	121
b0676	699597	700817	-	nagC	127296	102284	139
b0677	700826	701974	-	nagA	242982	187702	277
b0678	702034	702834	-	nagB	76681	64953	131
b0679	703167	705113	+	nagE	128109	89478	82
b0680	705316	706980	+	glnS	186533	135983	143
b0681	707557	708963	+	chiP	31456	23490	29
b0682	709013	709339	+	chiQ	14976	10227	57
b0683	709423	709869	-	fur	297656	323750	1043
b4637	709862	709948	-	uof	140278	154379	2543
b0684	710158	710688	-	fldA	255894	252984	716
b0685	710828	711121	-	ybfE	78417	80919	406
b0686	711261	712025	-	ybfF	30376	27644	57
b0687	712210	712755	+	seqA	131981	111983	332
b0688	712781	714421	+	pgm	235223	199170	197
b0689	714635	715129	+	ybfP	17092	18800	54
b0691	715170	715820	-	ybfG	14401	15621	35
b4636	715944	716093	-	ybfI	3460	2594	30
b0692	716169	717488	-	potE	29523	25158	31
b0693	717485	719683	-	speF	40711	33043	25
b4590	719806	720063	+	ybfK	1930	1571	10
b0694	720279	720956	-	kdpE	11073	11733	25
b0695	720953	723637	-	kdpD	59594	49585	30
b0696	723630	724202	-	kdpC	12304	8199	26
b0697	724211	726259	-	kdpB	28655	22775	19
b0698	726282	727955	-	kdpA	37088	27837	29
b4513	727955	728044	-	kdpF	1503	1348	24
b0699	728357	728563	+	ybfA	54516	30674	300
b0700	728806	732999	+	rhsC	82278	68147	27
b0702	732999	733325	+	ybfB	10808	7393	41
b0703	733356	734876	+	ybfO	23400	21088	22
b0704	734873	735442	+	ybfC	12355	9106	28
b4514	735668	735907	+	ybfQ	3366	4198	24
b0705	736048	737184	+	ybfL	21290	17571	25
b0706	737315	738076	+	ybfD	16028	12659	28
b0707	738224	738733	+	ybgA	15936	16822	48
b0708	738730	740148	+	phr	42285	36342	41
b0709	740298	741779	-	dtpD	41493	27806	34
b0710	742050	742793	+	ybgI	35297	24230	59
b0711	742816	743472	+	ybgJ	37124	30097	76
b0712	743466	744398	+	ybgK	53837	40044	74
b0713	744388	745122	+	ybgL	37023	33019	71
b0714	745158	745949	+	nei	58164	47273	99
b0715	745946	746992	-	abrB	40541	33086	52
b0716	747144	748205	-	ybgO	25300	20394	32
b0717	748202	748930	-	ybgP	17358	18822	37
b0718	748945	751392	-	ybgQ	36563	31224	21
b0719	751452	752018	-	ybgD	7527	7148	19
b0720	752408	753691	-	gltA	181620	149708	191
b0721	754400	754789	+	sdhC	73340	72724	280
b0722	754783	755130	+	sdhD	42592	30495	155
b0723	755130	756896	+	sdhA	333103	313450	273
b0724	756912	757628	+	sdhB	259475	231666	510
b0726	757929	760730	+	sucA	664224	605682	338
b0727	760745	761962	+	sucB	443621	437637	541
b0728	762237	763403	+	sucC	339428	281771	395
b0729	763403	764272	+	sucD	161415	129233	247
b0730	764376	765098	-	mngR	25117	18909	45
b0731	765207	767183	+	mngA	34301	31111	25
b0732	767201	769834	+	mngB	55271	46064	29
b0733	770681	772249	+	cydA	2013570	1440843	1623
b0734	772265	773404	+	cydB	873065	687794	1013
b4515	773419	773532	+	ybgT	159003	120649	1813
b0735	773532	773825	+	ybgE	246972	176139	1061
b0736	773975	774379	+	ybgC	87862	77731	304
b0737	774376	775068	+	tolQ	171062	165635	363
b0738	775072	775500	+	tolR	77335	71951	259
b0739	775565	776830	+	tolA	859057	618485	860
b0740	776963	778255	+	tolB	428816	338639	439
b0741	778290	778811	+	pal	602507	475053	1528
b0742	778821	779612	+	ybgF	477752	419418	842
b0743	779777	779852	+	lysT	121660	130146	2485
b0744	779988	780063	+	valT	127819	155601	2812
b0745	780066	780141	+	lysW	117927	103991	2172
b0746	780291	780366	+	valZ	57785	49500	1049
b0747	780370	780445	+	lysY	66460	58396	1222
b0748	780592	780667	+	lysZ	52757	43288	937
b0749	780800	780875	+	lysQ	20315	14920	342
b0750	781308	782351	+	nadA	42469	32657	53
b0751	782389	783108	+	pnuC	30807	26285	59
b0752	783105	784046	-	zitB	19784	14609	27
b0753	784160	784540	-	ybgS	6841	5942	25
b0754	784856	785908	+	aroG	66735	53202	84
b0755	786066	786818	-	gpmA	443644	332355	761
b0756	787020	788060	-	galM	62344	60276	88
b0757	788054	789202	-	galK	80602	70103	98
b0758	789206	790252	-	galT	59846	50916	79
b0759	790262	791278	-	galE	95652	61170	113
b0760	791539	793011	-	modF	41544	37903	40
b0761	793079	793867	-	modE	38302	26742	61
b0762	793996	794145	+	acrZ	73108	32886	511
b0763	794312	795085	+	modA	28739	19154	46
b0764	795085	795774	+	modB	19023	17668	40
b0765	795777	796835	+	modC	33193	28608	43
b0766	796836	797654	-	ybhA	106072	97588	185
b0767	797809	798804	+	pgl	34400	26326	45
b0768	798845	799798	-	ybhD	13760	13158	21
b0769	799982	801034	+	ybhH	12279	9144	15
b0770	801110	802543	+	ybhI	16759	17510	18
b0771	802726	804987	+	ybhJ	58623	49464	35
b0772	805221	806504	-	ybhC	145700	115806	151
b0773	806656	807132	-	ybhB	11657	11158	36
b0774	807191	808480	-	bioA	15474	15899	18
b0775	808567	809607	+	bioB	15620	16145	23
b0776	809604	810758	+	bioF	14533	14001	18
b0777	810745	811500	+	bioC	5873	5564	11
b0778	811493	812170	+	bioD	10132	9201	21
b0779	812749	814770	+	uvrB	116533	100629	80
b0780	814962	815870	-	ybhK	70115	61890	108
b0781	816267	817256	+	moaA	80916	61793	107
b0782	817278	817790	+	moaB	20359	23640	65
b0783	817793	818278	+	moaC	39539	37394	118
b0784	818271	818516	+	moaD	47802	41600	270
b0785	818518	818970	+	moaE	23773	17881	68
b0786	819107	819811	+	ybhL	81465	63743	152
b0787	820016	820729	+	ybhM	20087	19863	42
b0788	820765	821721	-	ybhN	26079	25019	40
b0789	821721	822962	-	clsB	14045	11808	15
b0790	822959	823720	-	ybhP	11913	11397	23
b0791	823853	824263	+	ybhQ	34749	17066	92
b0792	824225	825331	-	ybhR	51495	32410	56
b0793	825342	826475	-	ybhS	29365	23087	34
b0794	826468	828204	-	ybhF	39434	38447	33
b0795	828197	829195	-	ybhG	20445	16063	27
b0796	829195	829866	-	ybiH	14499	11290	28
b0797	830095	831459	+	rhlE	101084	103542	112
b0798	831691	832173	-	ybiA	28816	18634	72
b0799	832293	834443	+	dinG	79595	61411	49
b0800	834471	835433	+	ybiB	44687	37555	63
b0801	835574	836659	+	ybiC	115437	77455	131
b0802	836888	837148	-	ybiJ	14965	11775	76
b0803	837413	837679	-	ybiI	3936	3472	21
b0804	837753	838430	-	ybiX	10088	7668	19
b0805	838472	840754	-	fiu	27060	29327	19
b0806	841019	841279	-	mcbA	5297	3404	25
b0807	841555	842481	+	rlmF	64297	55785	96
b0808	842478	844703	-	ybiO	44738	34480	26
b0809	844964	845686	-	glnQ	108540	123073	241
b0810	845683	846342	-	glnP	75737	86751	185
b0811	846481	847227	-	glnH	404120	382053	785
b0812	847631	848134	-	dps	170952	186714	533
b0813	848433	849320	-	rhtA	38544	33103	60
b0814	849673	850188	+	ompX	1650403	1481623	4518
b0815	850237	851820	-	ybiP	216877	185107	188
b4705	852092	852220	-	mntS	26568	17173	249
b0817	852406	852873	+	mntR	59862	42502	161
b0818	852870	853988	+	ybiR	92311	77362	113
b0819	854047	854967	-	ybiS	157549	163577	261
b0820	855186	856778	+	ybiT	228207	191737	196
b0821	857019	858284	-	ybiU	19691	17716	22
b0822	858436	859251	-	ybiV	34990	35244	64
b0823	859397	861829	-	ybiW	31871	30852	19
b0824	861835	862734	-	ybiY	21760	15465	31
b0825	862865	863527	+	fsaA	18496	12592	34
b0826	863603	864352	-	moeB	36861	30426	67
b0827	864352	865587	-	moeA	61403	41600	61
b0828	865791	866756	+	iaaA	28087	23944	40
b0829	866743	868614	+	gsiA	40426	39906	32
b0830	868634	870172	+	gsiB	48496	37472	41
b0831	870190	871110	+	gsiC	40074	30415	57
b0832	871113	872024	+	gsiD	23455	18871	34
b0833	872202	874550	+	yliE	76776	62756	44
b0834	874558	875886	+	yliF	77519	59144	76
b0835	875933	877258	-	rimO	128507	126929	144
b0836	877471	877854	+	bssR	130243	113047	471
b0837	877965	879080	+	yliI	40573	24607	43
b0838	879077	879703	-	gstB	36843	31479	81
b0839	879950	881152	+	dacC	79161	52699	81
b0840	881199	881957	-	deoR	93746	87096	178
b0841	882015	882611	-	ybjG	73371	69327	178
b0842	882896	884128	+	mdfA	180422	177355	217
b0843	884169	884453	-	ybjH	47343	41321	231
b0844	884539	885354	-	ybjI	48409	34141	75
b0845	885354	886562	-	ybjJ	56520	41798	60
b0846	886646	887182	+	ybjK	22030	13677	49
b4417	887199	887277	-	rybB	3645	2275	55
b0847	887357	889042	-	ybjL	113850	98471	94
b0848	889312	889689	+	ybjM	26789	38228	131
b0849	889719	889976	-	grxA	94992	84775	518
b0850	890136	890423	+	ybjC	19715	13480	85
b0851	890407	891129	+	nfsA	28159	20421	50
b0852	891190	892092	+	rimK	38492	27824	54
b0853	892180	892656	+	ybjN	102886	98873	316
b0854	893007	894119	+	potF	16935	14104	21
b0855	894214	895347	+	potG	18323	16423	23
b0856	895357	896310	+	potH	21022	18052	30
b0857	896307	897152	+	potI	22134	15861	33
b0858	897212	897700	+	ybjO	14171	10974	38
b0859	897741	898868	+	rlmC	64342	65680	86
b0860	899067	899798	-	artJ	28104	26202	55
b0861	900089	900757	-	artM	49068	41234	100
b0862	900757	901473	-	artQ	37449	30192	70
b0863	901480	902211	-	artI	58738	40425	100
b0864	902229	902957	-	artP	35807	30053	67
b0865	903175	903690	-	ybjP	20578	20164	59
b0866	903816	904139	+	ybjQ	24119	19956	101
b0867	904136	904966	+	amiD	34637	31791	60
b0868	904963	905976	-	ybjS	63078	63734	94
b0869	906075	907505	-	ybjT	45569	32234	40
b0870	907516	908517	-	ltaE	49456	40002	66
b0871	908554	910272	-	poxB	27133	25827	23
b0872	910405	911373	-	hcr	15691	18198	26
b0873	911385	913037	-	hcp	24031	17542	19
b0874	913181	914080	-	ybjE	33477	31496	54
b0875	914575	915270	-	aqpZ	22399	15574	40
b0876	915696	917354	+	ybjD	116878	91036	93
b0877	917351	918343	-	ybjX	427946	377224	603
b0878	918458	919573	+	macA	34371	27874	41
b0879	919570	921516	+	macB	58518	50421	42
b0880	921589	921813	-	cspD	54901	52611	357
b0881	922136	922456	+	clpS	73066	56914	300
b0882	922487	924763	+	clpA	556449	492026	343
b0883	925107	925194	-	serW	9370	8899	155
b0884	925448	925666	-	infA	167879	160181	1118
b0885	925951	926655	-	aat	24451	23849	51
b0886	926697	928418	-	cydC	98984	74117	74
b0887	928419	930185	-	cydD	216209	170011	162
b0888	930308	931273	-	trxB	90294	84665	135
b0889	931818	932312	+	lrp	121910	108784	347
b0890	932447	936436	+	ftsK	445402	365065	151
b0891	936595	937206	+	lolA	142932	133021	336
b0892	937217	938560	+	rarA	82238	75124	87
b0893	938651	939943	+	serS	632917	586776	703
b0894	940182	942626	+	dmsA	260883	221549	147
b0895	942637	943254	+	dmsB	125660	105262	277
b0896	943256	944119	+	dmsC	151288	118521	231
b0897	944154	944780	-	ycaC	21891	28563	61
b0898	945094	946242	+	ycaD	111984	103999	140
b0899	946452	947882	+	ycaM	74033	53940	66
b0900	947883	948791	-	ycaN	29572	21177	41
b0901	948891	949481	+	ycaK	34655	31208	83
b0902	949563	950303	-	pflA	150547	117445	268
b0903	950495	952777	-	pflB	3808713	3269789	2303
b0904	952832	953689	-	focA	397223	154065	462
b0905	954095	955855	-	ycaO	175972	159014	142
b0906	955985	956677	+	ycaP	40488	37515	84
b0907	956876	957964	+	serC	98356	88889	128
b0908	958035	959318	+	aroA	97435	98659	114
b0909	959487	960251	+	ycaL	7009	6916	14
b0910	960424	961107	+	cmk	152376	136152	314
b0911	961218	962891	+	rpsA	5358902	4093844	4174
b0912	963051	963335	+	ihfB	86726	72890	416
b0913	963543	965807	+	ycaI	62857	49849	37
b0914	965844	967592	+	msbA	345649	314655	281
b0915	967589	968575	+	lpxK	69431	54238	93
b0916	968612	969844	+	ycaQ	54885	38599	56
b0917	969896	970078	+	ycaR	11839	8996	84
b0918	970075	970821	+	kdsB	78940	61435	139
b0919	970975	971868	+	ycbJ	66696	42080	89
b0920	971845	972624	-	ycbC	21303	17907	37
b0921	972760	973545	+	smtA	106037	83181	178
b0922	973542	974864	+	mukF	124317	90334	120
b0923	974845	975549	+	mukE	101301	94245	207
b0924	975549	980009	+	mukB	441912	340053	130
b0925	980270	982117	+	ycbB	99418	88830	76
b0926	982298	982846	+	ycbK	414670	359640	1048
b0927	982873	983520	+	ycbL	127539	102730	263
b0928	983742	984932	-	aspC	250426	237382	306
b0929	985117	986205	-	ompF	7074927	6856525	9553
b0930	986808	988208	-	asnS	542003	445174	522
b0931	988377	989579	-	pncB	153021	119724	168
b0932	989845	992457	+	pepN	228309	206214	124
b0933	992500	993267	-	ssuB	18602	13171	30
b0934	993264	994055	-	ssuC	18860	17015	34
b0935	994066	995211	-	ssuD	15817	12598	18
b0936	995208	996167	-	ssuA	8124	9273	14
b0937	996160	996735	-	ssuE	6209	5012	14
b0938	997091	997630	+	elfA	9392	10736	28
b0939	997713	998414	+	elfD	13053	12091	27
b0940	998439	1001039	+	elfC	51305	51538	30
b0941	1001030	1002100	+	elfG	18716	13675	22
b0942	1002112	1002654	+	ycbU	10156	6409	22
b0943	1002662	1003177	+	ycbV	14601	15840	44
b0944	1003170	1003880	+	ycbF	18999	15253	36
b0945	1003991	1005001	+	pyrD	65196	63179	95
b0946	1005175	1005717	+	zapC	84922	51543	184
b0947	1005714	1006823	-	ycbX	68461	54218	82
b0948	1007067	1009175	+	rlmL	279754	208834	171
b0949	1009187	1011094	+	uup	235686	183793	163
b0950	1011224	1012477	+	pqiA	131085	104217	139
b0951	1012482	1014122	+	pqiB	128030	105873	106
b0952	1014119	1014682	+	ymbA	63624	39185	134
b0953	1014938	1015105	+	rmf	14735	14112	128
b0954	1015175	1015693	-	fabA	143332	117224	372
b0955	1015762	1017522	-	ycbZ	209919	161758	156
b0956	1017708	1018160	+	matP	24779	21302	76
b0957	1018236	1019276	-	ompA	3197924	3015471	4452
b0958	1019633	1020142	-	sulA	88319	65013	222
b0959	1020361	1020990	+	sxy	58831	45495	122
b0960	1020953	1023106	-	yccS	122046	103077	78
b0961	1023125	1023571	-	yccF	33796	32721	111
b0962	1023694	1025748	+	helD	89349	80634	62
b0963	1025780	1026238	-	mgsA	100175	89013	307
b0964	1026334	1026996	-	yccT	11089	11069	25
b0965	1027169	1027582	+	yccU	105601	97283	365
b0966	1027627	1027944	-	hspQ	30256	30030	142
b0967	1028002	1029192	-	rlmI	152599	120354	170
b0968	1029287	1029565	+	yccX	17826	23994	114
b0969	1029562	1029891	-	tusE	70146	75255	330
b0970	1029982	1030641	-	yccA	228340	192637	474
b0971	1030848	1030935	-	serT	18722	13475	270
b0972	1031362	1032480	+	hyaA	26858	21134	32
b0973	1032477	1034270	+	hyaB	40987	39804	34
b0974	1034289	1034996	+	hyaC	35353	31172	70
b0975	1034993	1035580	+	hyaD	19459	19137	49
b0976	1035577	1035975	+	hyaE	12765	10041	42
b0977	1035972	1036829	+	hyaF	46863	37566	73
b0978	1036963	1038507	+	appC	86340	54830	67
b0979	1038519	1039655	+	appB	79639	61391	92
b4592	1039668	1039760	+	yccB	7539	5779	106
b0980	1039840	1041138	+	appA	36369	29842	38
b0981	1041253	1043433	-	etk	51240	37674	30
b0982	1043453	1043899	-	etp	8758	5760	24
b0983	1043887	1045026	-	gfcE	18043	14824	21
b0984	1045072	1047168	-	gfcD	34994	28584	22
b0985	1047168	1047914	-	gfcC	9748	9295	19
b0986	1047911	1048555	-	gfcB	10113	11582	25
b0987	1048662	1048967	-	gfcA	11481	11545	56
b4516	1049056	1049331	+	insA	33564	27645	164
b0988	1049250	1049753	+	insB1	119533	103140	328
b0989	1050186	1050398	-	cspH	130106	98199	792
b0990	1050684	1050896	+	cspG	955330	959900	6725
b0991	1051070	1051300	+	ymcE	95557	68655	524
b4517	1051290	1051463	+	gnsA	66921	49359	493
b0992	1051512	1052585	-	yccM	73968	52186	87
b0993	1052657	1055401	-	torS	59998	59990	33
b0994	1055484	1056512	+	torT	36335	27376	46
b0995	1056485	1057177	-	torR	23414	18354	45
b0996	1057307	1058479	+	torC	16836	13160	19
b0997	1058479	1061025	+	torA	32640	25526	17
b0998	1061022	1061621	+	torD	9653	6604	20
b0999	1061773	1062078	-	cbpM	10603	9205	48
b1000	1062078	1062998	-	cbpA	59557	53427	91
b1001	1063259	1064515	+	yccE	17786	17094	21
b1002	1064808	1066049	+	agp	115559	89977	122
b1003	1066087	1066314	-	yccJ	54350	41140	309
b1004	1066335	1066931	-	wrbA	140872	117371	321
b4518	1067304	1067477	+	ymdF	6033	5168	48
b1006	1067734	1069062	-	rutG	38185	32537	40
b1007	1069083	1069577	-	rutF	3336	3668	11
b1008	1069588	1070178	-	rutE	6399	6046	16
b1009	1070188	1070988	-	rutD	6362	4925	10
b1010	1070996	1071382	-	rutC	5117	4943	19
b1011	1071394	1072086	-	rutB	9154	5814	16
b1012	1072086	1073234	-	rutA	14219	9524	15
b1013	1073465	1074103	+	rutR	36863	28400	76
b1014	1074143	1078105	-	putA	185840	166313	66
b1015	1078528	1080036	+	putP	86597	66164	75
b4490	1080579	1081408	+	efeU	37024	31425	61
b1018	1081466	1082593	+	efeO	66655	52693	78
b1019	1082599	1083870	+	efeB	47746	29677	45
b1020	1084215	1085279	+	phoH	21628	17378	27
b1021	1085329	1085742	-	pgaD	11726	10306	40
b1022	1085744	1087069	-	pgaC	20916	22572	25
b1023	1087062	1089080	-	pgaB	38555	41143	30
b1024	1089089	1091512	-	pgaA	104775	116020	68
b1025	1092099	1093457	+	ycdT	282136	252095	293
b1026	1093498	1094364	-	insF1	15851	12621	24
b1027	1094361	1094660	-	insE1	14459	14729	73
b1028	1094728	1095069	+	ymdE	2753	3296	13
b1029	1095066	1096052	+	ycdU	44569	41812	65
b1032	1096788	1096875	-	serX	3255	1837	42
b1033	1097109	1098047	+	ghrA	43868	35519	63
b1034	1098102	1098839	+	ycdX	68371	53602	122
b1035	1098863	1099417	+	ycdY	83100	69779	204
b1036	1099519	1100010	+	ycdZ	1068397	784241	2779
b1037	1100074	1100907	-	csgG	132820	49359	157
b1038	1100934	1101350	-	csgF	8663	6618	27
b1039	1101375	1101764	-	csgE	9235	7029	31
b1040	1101769	1102419	-	csgD	15851	18011	39
b1041	1103174	1103629	+	csgB	7345	6791	23
b1042	1103670	1104125	+	csgA	11045	6236	28
b1043	1104184	1104516	+	csgC	48843	39441	196
b1044	1104637	1104948	+	ymdA	75736	69692	347
b1045	1105043	1105576	+	ymdB	40587	33545	103
b1046	1105578	1106999	+	clsC	39866	32304	38
b1047	1107007	1108164	-	opgC	91475	106879	129
b1048	1108558	1110093	+	opgG	476831	383908	415
b1049	1110086	1112629	+	opgH	457845	413340	255
b1050	1112802	1113029	+	yceK	17034	12316	95
b1051	1113030	1113404	-	msyB	58882	43038	201
b1053	1113487	1114713	-	mdtG	40032	27637	41
b1054	1114885	1115805	-	waaM	53443	51188	85
b1055	1116030	1117082	+	yceA	88923	77073	117
b1056	1117124	1117699	-	yceI	29272	27828	74
b1057	1117703	1118269	-	yceJ	11259	8228	25
b1058	1118530	1118670	-	yceO	4533	4262	47
b1059	1118691	1119809	-	solA	53543	38592	61
b1060	1119924	1120178	-	bssS	49217	33141	237
b1061	1120465	1120710	-	dinI	27109	22329	149
b1062	1120784	1121830	-	pyrC	69423	79050	107
b1063	1121936	1122496	-	yceB	55178	46445	134
b1064	1122630	1123277	-	grxB	36957	33670	81
b1065	1123341	1124549	-	mdtH	28748	21233	31
b1066	1124785	1125369	+	rimJ	57728	50979	138
b1067	1125380	1126027	+	yceH	60910	45178	121
b1068	1126029	1126952	+	yceM	28540	25036	43
b1069	1127062	1128597	+	murJ	105565	86047	92
b1070	1128637	1129053	-	flgN	219369	143130	638
b1071	1129058	1129351	-	flgM	83083	62323	365
b1072	1129427	1130086	-	flgA	209502	179338	438
b1073	1130241	1130657	+	flgB	335600	311284	1156
b1074	1130661	1131065	+	flgC	418546	377459	1463
b1075	1131077	1131772	+	flgD	493972	455958	1017
b1076	1131797	1133005	+	flgE	1287461	1169872	1514
b1077	1133025	1133780	+	flgF	627013	563630	1172
b1078	1133952	1134734	+	flgG	441355	442541	844
b1079	1134787	1135485	+	flgH	153825	150378	325
b1080	1135497	1136594	+	flgI	176977	160030	229
b1081	1136594	1137535	+	flgJ	131764	120932	200
b1082	1137601	1139244	+	flgK	259543	238971	226
b1083	1139256	1140209	+	flgL	132730	113657	192
b1084	1140405	1143590	-	rne	641931	536700	275
b1085	1143725	1144045	+	yceQ	32410	24995	132
b1086	1144163	1145122	+	rluC	254799	199631	350
b1087	1145234	1145818	-	yceF	77177	63474	178
b4418	1145812	1145980	+	psrD	57766	57629	511
b1088	1146017	1146538	+	yceD	1833534	2028377	5556
b1089	1146590	1146763	+	rpmF	388187	376657	3282
b1090	1146844	1147914	+	plsX	678905	559320	857
b1091	1147982	1148935	+	fabH	174315	124256	231
b1092	1148951	1149880	+	fabD	341851	246736	467
b1093	1149893	1150627	+	fabG	1106510	969664	2100
b1094	1150838	1151074	+	acpP	1339186	995906	7274
b1095	1151162	1152403	+	fabF	703214	554373	749
b1096	1152523	1153332	+	pabC	64723	56478	111
b1097	1153335	1154357	+	yceG	54013	51426	77
b1098	1154347	1154988	+	tmk	46895	34416	93
b1099	1154985	1155989	+	holB	46899	34880	60
b1100	1156000	1156797	+	ycfH	104132	56525	147
b1101	1157092	1158525	+	ptsG	1395642	1128819	1304
b1102	1158585	1160774	-	fhuE	46992	46037	32
b1103	1161108	1161467	+	hinT	18923	16863	74
b1104	1161470	1161847	+	ycfL	32617	22999	108
b1105	1161861	1162502	+	lpoB	40790	34991	88
b1106	1162483	1163307	+	thiK	31051	30279	56
b1107	1163318	1164343	+	nagZ	108919	83702	139
b1108	1164366	1164908	+	ycfP	145935	113707	354
b1109	1165308	1166612	+	ndh	136796	90198	128
b1110	1166822	1167361	+	ycfJ	50690	39941	124
b1111	1167423	1168055	-	ycfQ	35630	24057	69
b1112	1168296	1168553	+	bhsA	36199	31660	196
b1113	1168635	1169597	-	ycfS	10816	11282	17
b1114	1169741	1173187	-	mfd	125955	107810	50
b1115	1173315	1174388	-	ycfT	22265	15395	26
b1116	1174650	1175849	+	lolC	88133	92023	112
b1117	1175842	1176543	+	lolD	34718	29757	68
b1118	1176543	1177787	+	lolE	167398	114788	167
b1119	1177816	1178727	+	nagK	85210	61923	119
b1120	1178854	1179582	+	cobB	72320	55169	129
b1121	1179702	1180490	-	ycfZ	23694	19221	40
b1122	1180487	1180948	-	ymfA	59119	29042	139
b1123	1181006	1182052	-	potD	199590	117917	222
b1124	1182049	1182843	-	potC	215368	135827	324
b1125	1182840	1183667	-	potB	91848	72439	147
b1126	1183681	1184817	-	potA	207175	178932	252
b1127	1185067	1186293	+	pepT	301021	263769	342
